number,date,time,gender,age,accuracy,nationality1,accuracy,nationality2,accuracy,nationality3,accuracy,direction
15358,2024年11月6日,5:16,0,26,0.93,0,0.08,1,0.08,0,0.90,0.58
15359,2024年11月6日,5:17,1,9,0.81,0,0.91,1,0.79,1,0.28,0.11
15360,2024年11月6日,5:17,1,52,0.81,0,0.00,1,0.90,1,0.12,0.66
15361,2024年11月6日,5:19,0,91,0.42,0,0.09,1,0.84,0,0.78,0.99
15362,2024年11月6日,5:19,1,71,0.16,1,0.08,0,0.10,1,0.90,0.12
15363,2024年11月6日,5:19,1,91,0.33,0,0.18,1,0.76,0,0.22,0.38
15364,2024年11月6日,5:21,1,91,0.68,0,0.16,1,0.62,1,0.27,0.65
15365,2024年11月6日,5:22,0,20,0.28,1,0.12,0,0.24,0,0.35,0.62
15366,2024年11月6日,5:24,0,13,0.71,0,0.51,1,0.81,0,0.44,0.24
15367,2024年11月6日,5:24,0,2,0.01,1,0.87,0,0.01,0,0.62,0.90
15368,2024年11月6日,5:24,0,38,0.69,0,0.28,1,0.25,1,0.37,0.18
15369,2024年11月6日,5:25,0,29,0.78,0,0.88,1,0.95,0,0.90,0.84
15370,2024年11月6日,5:27,1,9,0.69,0,0.61,1,0.47,1,0.76,0.73
15371,2024年11月6日,5:27,1,14,0.93,0,0.44,1,0.64,0,0.41,0.10
15372,2024年11月6日,5:28,0,26,0.94,0,0.76,1,0.81,0,0.51,0.68
15373,2024年11月6日,5:29,0,11,0.55,0,0.71,1,0.49,1,0.88,1.00
15374,2024年11月6日,5:29,1,25,0.45,0,0.89,1,0.11,0,0.60,0.35
15375,2024年11月6日,5:29,0,94,0.13,1,0.54,0,0.55,0,0.48,0.39
15376,2024年11月6日,5:30,0,59,0.59,0,0.45,1,0.99,0,0.73,0.28
15377,2024年11月6日,5:30,1,1,0.68,0,0.57,1,0.21,0,0.41,0.35
15378,2024年11月6日,5:30,0,22,0.58,0,0.74,1,0.04,0,0.59,0.45
15379,2024年11月6日,5:31,1,55,0.52,0,0.37,1,0.24,1,0.52,0.71
15380,2024年11月6日,5:32,1,78,0.41,0,0.82,1,0.27,0,0.13,0.07
15381,2024年11月6日,5:33,1,27,0.91,0,0.68,1,0.57,0,0.88,0.91
15382,2024年11月6日,5:34,1,67,0.41,0,0.67,1,0.32,1,1.00,0.34
15383,2024年11月6日,5:34,0,7,0.09,1,0.07,0,0.60,1,0.44,0.91
15384,2024年11月6日,5:35,0,64,0.33,0,0.62,1,0.54,0,0.62,0.29
15385,2024年11月6日,5:36,0,13,0.53,0,0.43,1,0.26,0,0.33,0.20
15386,2024年11月6日,5:36,1,82,0.51,0,0.66,1,0.98,1,0.09,0.99
15387,2024年11月6日,5:37,1,68,0.64,0,0.59,1,0.24,0,0.93,0.36
15388,2024年11月6日,5:38,1,23,0.77,0,0.33,1,0.27,1,0.24,0.80
15389,2024年11月6日,5:38,0,79,0.80,0,0.46,1,0.89,0,0.63,0.33
15390,2024年11月6日,5:38,0,6,0.20,1,0.47,0,0.91,1,0.98,0.44
15391,2024年11月6日,5:40,0,11,0.31,0,0.58,1,0.90,0,0.47,0.94
15392,2024年11月6日,5:41,1,27,0.38,0,0.45,1,0.18,1,0.84,0.75
15393,2024年11月6日,5:42,0,13,0.49,0,0.43,1,0.87,0,0.71,0.84
15394,2024年11月6日,5:42,0,23,0.59,0,0.96,1,0.32,0,0.68,0.21
15395,2024年11月6日,5:43,1,82,0.98,0,0.31,1,0.35,1,0.49,0.99
15396,2024年11月6日,5:43,0,62,0.30,1,0.60,0,0.30,0,1.00,0.42
15397,2024年11月6日,5:44,1,10,0.88,0,0.10,1,0.97,1,0.66,0.81
15398,2024年11月6日,5:45,1,35,0.90,0,0.86,1,0.29,1,0.58,0.19
15399,2024年11月6日,5:46,0,57,0.09,1,0.36,0,0.10,0,0.40,0.73
15400,2024年11月6日,5:47,0,62,0.97,0,0.16,1,0.30,0,0.86,0.54
15401,2024年11月6日,5:47,0,5,0.94,0,0.82,1,0.35,0,0.86,0.16
15402,2024年11月6日,5:47,0,89,0.76,0,0.64,1,0.49,1,0.04,0.39
15403,2024年11月6日,5:48,1,43,0.53,0,0.66,1,0.58,0,0.91,0.59
15404,2024年11月6日,5:48,0,63,0.53,0,0.58,1,0.69,0,0.59,0.76
15405,2024年11月6日,5:48,1,67,0.43,0,0.40,1,0.21,0,0.77,0.30
15406,2024年11月6日,5:49,0,70,0.91,0,0.32,1,0.30,1,0.71,0.43
15407,2024年11月6日,5:50,0,69,0.34,0,0.44,1,0.12,1,0.15,0.84
15408,2024年11月6日,5:52,1,38,0.19,1,0.54,0,0.34,0,0.33,0.55
15409,2024年11月6日,5:52,1,36,0.28,1,0.98,0,0.18,0,0.02,0.69
15410,2024年11月6日,5:52,0,86,0.12,1,0.89,0,0.41,1,0.11,0.06
15411,2024年11月6日,5:53,1,14,0.24,1,0.82,0,0.43,1,0.90,0.97
15412,2024年11月6日,5:53,1,37,0.31,0,0.62,1,0.38,0,0.80,0.54
15413,2024年11月6日,5:54,0,73,0.96,0,0.53,1,0.85,0,0.74,0.34
15414,2024年11月6日,5:54,0,39,0.92,0,0.26,1,0.97,0,0.02,0.95
15415,2024年11月6日,5:55,1,58,0.49,0,0.84,1,0.97,0,0.91,0.39
15416,2024年11月6日,5:56,1,89,0.26,1,0.05,0,0.49,1,0.01,0.22
15417,2024年11月6日,5:58,0,69,0.14,1,0.85,0,0.07,0,0.08,0.09
15418,2024年11月6日,5:58,1,30,0.70,0,0.23,1,0.01,1,0.72,0.28
15419,2024年11月6日,5:58,1,72,0.07,1,0.38,0,0.84,0,0.28,0.80
15420,2024年11月6日,5:58,0,44,0.38,0,0.48,1,0.96,1,0.80,0.04
15421,2024年11月6日,5:58,0,27,0.56,0,0.56,1,0.33,0,0.17,0.57
15422,2024年11月6日,5:58,0,75,0.62,0,0.74,1,0.51,0,0.91,0.69
15423,2024年11月6日,5:59,0,86,0.15,1,0.90,0,0.43,0,0.44,0.97
15424,2024年11月6日,5:59,0,51,0.33,0,0.23,1,0.36,0,0.71,0.24
15425,2024年11月6日,5:59,0,3,0.08,1,0.81,0,0.90,0,0.55,0.29
15426,2024年11月6日,5:59,0,39,0.41,0,0.24,1,0.06,0,0.47,0.55
15427,2024年11月6日,6:00,1,32,0.92,0,0.39,1,0.46,0,0.22,0.44
15428,2024年11月6日,6:00,1,87,0.22,1,0.11,0,0.47,0,0.19,0.09
15429,2024年11月6日,6:00,1,36,0.50,0,0.36,1,0.52,1,0.29,0.39
15430,2024年11月6日,6:02,0,24,0.41,0,0.36,1,0.77,0,0.92,0.32
15431,2024年11月6日,6:03,0,78,0.91,0,0.70,1,0.70,1,0.62,0.05
15432,2024年11月6日,6:04,0,77,0.91,0,0.39,1,0.06,0,0.89,0.97
15433,2024年11月6日,6:05,1,43,0.21,1,0.39,0,0.68,0,0.23,0.69
15434,2024年11月6日,6:08,0,78,0.02,1,0.01,0,0.93,0,0.15,0.46
15435,2024年11月6日,6:09,0,49,0.23,1,0.14,0,0.35,1,0.72,0.38
15436,2024年11月6日,6:09,1,72,0.33,0,0.37,1,0.25,0,0.19,0.11
15437,2024年11月6日,6:09,1,6,0.90,0,0.17,1,0.47,0,0.26,0.29
15438,2024年11月6日,6:10,0,21,0.82,0,0.27,1,0.38,1,0.82,0.39
15439,2024年11月6日,6:10,0,3,0.14,1,0.33,0,0.77,1,0.67,0.52
15440,2024年11月6日,6:11,1,68,0.47,0,0.20,1,0.56,0,0.33,0.34
15441,2024年11月6日,6:12,1,86,0.13,1,0.86,0,0.13,1,0.28,0.81
15442,2024年11月6日,6:13,1,77,0.16,1,0.09,0,0.58,0,0.03,0.47
15443,2024年11月6日,6:13,1,59,0.67,0,0.55,1,0.10,0,0.16,0.30
15444,2024年11月6日,6:13,1,54,0.22,1,0.30,0,0.74,0,0.10,0.88
15445,2024年11月6日,6:13,0,1,0.87,0,0.32,1,0.68,0,0.69,0.73
15446,2024年11月6日,6:14,0,80,0.03,1,0.19,0,0.77,0,0.84,0.77
15447,2024年11月6日,6:16,1,29,0.59,0,0.52,1,0.15,0,0.73,0.25
15448,2024年11月6日,6:16,1,66,0.82,0,0.11,1,0.12,1,0.58,0.61
15449,2024年11月6日,6:16,0,65,0.05,1,0.64,0,0.93,0,0.09,0.66
15450,2024年11月6日,6:17,1,4,0.05,1,0.70,0,0.57,1,0.00,0.04
15451,2024年11月6日,6:17,1,24,0.91,0,0.93,1,0.31,0,0.19,0.24
15452,2024年11月6日,6:17,1,75,1.00,0,0.32,1,0.66,1,0.35,0.89
15453,2024年11月6日,6:17,0,38,0.83,0,0.11,1,0.89,0,0.44,0.18
15454,2024年11月6日,6:18,1,32,0.32,0,0.11,1,0.82,1,0.88,0.19
15455,2024年11月6日,6:18,0,19,0.64,0,0.15,1,0.69,1,0.01,0.93
15456,2024年11月6日,6:19,0,27,0.16,1,0.67,0,0.96,0,0.54,0.59
15457,2024年11月6日,6:20,0,62,0.75,0,0.58,1,0.86,0,0.25,0.30
15458,2024年11月6日,6:20,0,2,0.60,0,0.95,1,0.77,0,0.55,0.14
15459,2024年11月6日,6:20,0,4,0.91,0,0.28,1,0.07,0,0.76,0.50
15460,2024年11月6日,6:20,1,64,0.35,0,0.54,1,0.83,0,0.90,0.17
15461,2024年11月6日,6:21,0,84,0.33,0,0.42,1,0.78,0,0.85,0.78
15462,2024年11月6日,6:21,0,70,0.38,0,0.14,1,0.48,1,0.43,0.03
15463,2024年11月6日,6:22,0,84,0.01,1,0.67,0,0.71,1,0.01,0.05
15464,2024年11月6日,6:23,1,9,0.77,0,0.91,1,0.20,0,0.35,0.95
15465,2024年11月6日,6:23,1,49,0.58,0,0.73,1,0.44,1,0.40,0.84
15466,2024年11月6日,6:24,1,21,0.54,0,0.68,1,0.19,0,0.94,0.65
15467,2024年11月6日,6:25,0,97,0.33,0,0.18,1,0.39,0,0.10,0.17
15468,2024年11月6日,6:25,0,18,0.27,1,0.76,0,0.62,0,0.22,0.68
15469,2024年11月6日,6:25,1,57,0.28,1,0.96,0,0.54,0,0.69,0.81
15470,2024年11月6日,6:25,1,75,0.41,0,0.60,1,0.40,0,0.27,0.45
15471,2024年11月6日,6:26,0,32,0.84,0,0.65,1,0.73,0,0.69,0.31
15472,2024年11月6日,6:26,0,95,0.03,1,0.88,0,0.67,1,0.44,0.80
15473,2024年11月6日,6:26,0,92,0.83,0,0.25,1,0.81,0,0.65,0.04
15474,2024年11月6日,6:27,1,6,0.85,0,0.14,1,0.03,1,0.99,0.74
15475,2024年11月6日,6:28,0,85,0.51,0,0.73,1,0.95,0,0.91,0.54
15476,2024年11月6日,6:28,0,34,0.52,0,0.34,1,0.03,1,0.44,0.01
15477,2024年11月6日,6:28,0,66,0.26,1,0.68,0,0.59,1,0.17,0.12
15478,2024年11月6日,6:30,0,82,0.10,1,0.03,0,0.17,0,0.59,0.99
15479,2024年11月6日,6:31,1,10,0.78,0,0.66,1,0.18,1,0.61,0.62
15480,2024年11月6日,6:31,1,39,0.39,0,0.47,1,0.17,0,0.27,0.39
15481,2024年11月6日,6:34,1,91,0.62,0,0.54,1,0.70,0,0.91,0.84
15482,2024年11月6日,6:34,1,68,0.79,0,0.30,1,0.00,0,0.04,0.45
15483,2024年11月6日,6:35,1,13,0.64,0,0.73,1,0.06,1,0.62,0.52
15484,2024年11月6日,6:36,0,4,0.71,0,0.11,1,0.68,1,0.06,0.11
15485,2024年11月6日,6:36,0,49,0.90,0,0.76,1,0.08,0,0.50,0.85
15486,2024年11月6日,6:37,0,34,0.82,0,0.13,1,0.13,0,0.99,0.61
15487,2024年11月6日,6:37,1,0,0.11,1,0.82,0,0.13,0,0.63,0.27
15488,2024年11月6日,6:38,0,18,0.02,1,0.28,0,0.55,0,0.03,0.36
15489,2024年11月6日,6:39,1,99,0.14,1,0.62,0,0.80,0,0.24,0.63
15490,2024年11月6日,6:40,1,99,0.08,1,0.34,0,0.75,1,0.85,0.05
15491,2024年11月6日,6:41,0,35,0.87,0,0.24,1,0.64,0,0.18,0.83
15492,2024年11月6日,6:41,1,7,0.83,0,0.89,1,0.75,0,0.53,0.64
15493,2024年11月6日,6:42,0,26,0.63,0,0.06,1,0.15,1,0.18,0.29
15494,2024年11月6日,6:42,1,90,0.33,0,0.04,1,0.54,0,0.63,0.92
15495,2024年11月6日,6:43,0,40,0.85,0,0.37,1,0.38,1,0.57,0.14
15496,2024年11月6日,6:43,1,90,0.66,0,0.83,1,0.89,0,0.87,0.28
15497,2024年11月6日,6:44,1,69,0.30,0,0.37,1,0.27,1,0.75,0.40
15498,2024年11月6日,6:44,0,63,0.80,0,0.35,1,0.92,1,0.75,0.74
15499,2024年11月6日,6:44,0,60,0.04,1,0.08,0,0.56,1,0.01,0.63
15500,2024年11月6日,6:45,1,25,0.62,0,0.56,1,0.58,1,0.66,0.37
15501,2024年11月6日,6:45,1,78,0.02,1,0.58,0,0.36,1,0.21,0.89
15502,2024年11月6日,6:46,1,77,0.43,0,0.23,1,0.71,1,0.45,0.41
15503,2024年11月6日,6:46,1,26,0.49,0,0.78,1,0.65,1,0.11,0.28
15504,2024年11月6日,6:47,1,16,0.58,0,0.58,1,0.75,0,0.77,0.40
15505,2024年11月6日,6:48,0,53,0.13,1,0.37,0,0.78,0,0.91,0.35
15506,2024年11月6日,6:48,1,68,0.71,0,0.36,1,0.11,0,0.37,0.63
15507,2024年11月6日,6:50,1,83,0.55,0,0.51,1,0.18,0,0.38,0.63
15508,2024年11月6日,6:51,1,68,0.98,0,0.17,1,0.09,0,0.03,0.76
15509,2024年11月6日,6:52,0,98,0.03,1,0.54,0,0.67,0,0.31,0.65
15510,2024年11月6日,6:52,0,38,0.70,0,0.99,1,0.60,1,0.48,0.06
15511,2024年11月6日,6:52,0,14,0.67,0,0.08,1,0.63,0,0.47,0.03
15512,2024年11月6日,6:53,1,89,0.01,1,0.73,0,0.18,1,0.41,0.69
15513,2024年11月6日,6:53,1,65,0.36,0,0.32,1,0.36,1,0.41,0.14
15514,2024年11月6日,6:55,1,10,0.52,0,0.50,1,0.26,0,0.31,0.21
15515,2024年11月6日,6:55,1,41,0.62,0,0.72,1,0.43,0,0.26,0.49
15516,2024年11月6日,6:55,1,96,0.49,0,0.33,1,0.94,1,0.28,0.64
15517,2024年11月6日,6:55,1,21,0.58,0,0.64,1,0.64,1,0.95,0.40
15518,2024年11月6日,6:55,0,10,0.89,0,0.47,1,0.04,1,0.10,0.24
15519,2024年11月6日,6:55,0,78,0.74,0,0.72,1,0.13,0,0.40,0.50
15520,2024年11月6日,6:56,0,3,0.30,1,0.15,0,0.99,1,0.36,0.50
15521,2024年11月6日,6:56,0,42,0.71,0,0.05,1,0.41,1,0.09,0.03
15522,2024年11月6日,6:58,0,44,0.62,0,0.39,1,0.39,0,0.46,0.41
15523,2024年11月6日,6:58,0,60,0.79,0,0.93,1,0.52,0,0.67,0.88
15524,2024年11月6日,7:00,0,99,0.39,0,0.61,1,0.78,0,0.73,0.85
15525,2024年11月6日,7:00,1,42,0.73,0,0.34,1,0.67,1,0.08,0.35
15526,2024年11月6日,7:01,1,23,0.34,0,0.94,1,0.19,0,0.67,0.67
15527,2024年11月6日,7:01,1,78,0.32,0,0.71,1,0.74,0,0.20,0.03
15528,2024年11月6日,7:02,0,2,0.79,0,0.66,1,0.31,1,0.56,0.50
15529,2024年11月6日,7:02,1,41,0.88,0,0.31,1,0.73,1,0.52,0.88
15530,2024年11月6日,7:02,1,93,0.08,1,0.58,0,0.33,1,0.03,0.75
15531,2024年11月6日,7:06,0,66,0.96,0,0.21,1,0.80,0,0.44,0.72
15532,2024年11月6日,7:06,1,17,0.79,0,0.86,1,0.28,0,0.13,0.42
15533,2024年11月6日,7:07,1,59,0.27,1,0.99,0,0.89,0,0.93,0.36
15534,2024年11月6日,7:07,1,13,0.73,0,0.10,1,0.52,0,0.85,0.04
15535,2024年11月6日,7:07,1,18,0.01,1,0.13,0,0.05,1,0.89,0.03
15536,2024年11月6日,7:08,0,76,0.63,0,0.15,1,0.29,0,0.96,0.98
15537,2024年11月6日,7:08,0,46,0.80,0,0.93,1,0.76,1,0.69,0.99
15538,2024年11月6日,7:09,1,17,0.48,0,0.24,1,0.15,0,0.89,0.44
15539,2024年11月6日,7:09,1,83,0.45,0,0.38,1,0.86,1,0.08,0.44
15540,2024年11月6日,7:11,1,24,0.98,0,0.01,1,0.46,0,0.60,0.64
15541,2024年11月6日,7:12,0,57,0.11,1,0.20,0,0.93,0,0.97,0.22
15542,2024年11月6日,7:12,1,98,0.74,0,0.33,1,0.33,0,0.12,0.88
15543,2024年11月6日,7:12,1,53,0.05,1,0.41,0,0.40,0,0.03,0.56
15544,2024年11月6日,7:12,0,71,0.80,0,0.87,1,0.37,0,0.88,0.39
15545,2024年11月6日,7:12,0,29,0.91,0,0.05,1,0.05,1,0.67,0.21
15546,2024年11月6日,7:13,1,31,0.09,1,0.80,0,0.28,1,0.42,0.54
15547,2024年11月6日,7:13,0,11,0.71,0,0.68,1,0.94,0,0.80,0.08
15548,2024年11月6日,7:13,1,57,0.79,0,0.44,1,0.48,0,0.53,0.17
15549,2024年11月6日,7:14,0,27,0.14,1,0.30,0,0.89,1,0.54,0.99
15550,2024年11月6日,7:15,1,77,0.16,1,0.16,0,0.78,0,0.63,0.94
15551,2024年11月6日,7:15,0,74,0.78,0,0.24,1,0.19,1,0.51,0.90
15552,2024年11月6日,7:16,0,5,0.13,1,0.27,0,0.63,0,0.06,0.81
15553,2024年11月6日,7:16,1,40,0.41,0,0.83,1,0.31,1,0.44,0.10
15554,2024年11月6日,7:18,1,5,0.17,1,0.63,0,0.60,0,0.29,0.83
15555,2024年11月6日,7:18,1,96,0.45,0,0.78,1,0.53,0,0.46,0.34
15556,2024年11月6日,7:19,0,44,0.79,0,0.07,1,0.63,1,0.53,0.38
15557,2024年11月6日,7:19,1,79,0.94,0,0.25,1,0.11,0,0.32,0.96
15558,2024年11月6日,7:21,1,89,0.50,0,0.84,1,0.27,0,0.27,0.18
15559,2024年11月6日,7:22,0,2,0.25,1,0.35,0,0.97,0,0.59,0.31
15560,2024年11月6日,7:22,0,19,0.03,1,0.24,0,0.64,1,0.26,0.15
15561,2024年11月6日,7:22,1,49,0.67,0,0.51,1,0.17,1,0.58,0.84
15562,2024年11月6日,7:23,1,55,0.35,0,0.73,1,0.36,0,0.89,0.95
15563,2024年11月6日,7:24,0,74,0.27,1,0.37,0,0.18,0,0.82,0.51
15564,2024年11月6日,7:24,0,99,0.00,1,0.16,0,0.13,0,0.42,0.83
15565,2024年11月6日,7:25,1,91,0.74,0,0.68,1,0.35,1,0.06,0.34
15566,2024年11月6日,7:26,1,33,0.73,0,0.28,1,0.70,1,0.32,0.34
15567,2024年11月6日,7:26,0,87,0.79,0,0.41,1,0.42,0,0.70,0.64
15568,2024年11月6日,7:27,1,40,0.14,1,0.22,0,0.01,0,0.45,0.55
15569,2024年11月6日,7:28,0,39,0.43,0,0.61,1,0.10,0,0.19,0.27
15570,2024年11月6日,7:28,1,25,0.70,0,0.74,1,0.30,1,0.05,0.81
15571,2024年11月6日,7:29,1,51,0.44,0,0.42,1,0.92,1,0.10,0.40
15572,2024年11月6日,7:29,0,62,0.26,1,0.85,0,0.20,0,0.21,0.95
15573,2024年11月6日,7:29,0,34,0.03,1,0.91,0,0.99,0,0.70,0.12
15574,2024年11月6日,7:29,1,82,0.36,0,0.51,1,0.12,0,0.16,0.83
15575,2024年11月6日,7:31,1,28,0.92,0,0.47,1,0.82,1,0.71,0.51
15576,2024年11月6日,7:31,1,18,0.66,0,0.46,1,0.46,1,0.81,0.95
15577,2024年11月6日,7:32,0,35,0.75,0,0.03,1,0.59,1,0.75,0.63
15578,2024年11月6日,7:32,1,9,0.50,0,0.72,1,0.44,1,0.12,0.05
15579,2024年11月6日,7:33,1,38,0.60,0,0.37,1,0.75,0,0.35,0.09
15580,2024年11月6日,7:34,0,89,0.37,0,0.96,1,0.00,1,0.92,0.41
15581,2024年11月6日,7:36,1,64,0.24,1,0.21,0,0.51,0,0.98,0.10
15582,2024年11月6日,7:38,0,19,0.60,0,0.26,1,0.06,0,0.41,0.53
15583,2024年11月6日,7:38,0,54,0.23,1,0.34,0,0.10,0,0.54,0.22
15584,2024年11月6日,7:38,1,80,0.98,0,0.69,1,0.09,1,0.51,0.98
15585,2024年11月6日,7:38,0,96,0.10,1,0.05,0,0.67,1,0.24,0.50
15586,2024年11月6日,7:39,1,38,0.13,1,0.34,0,0.95,0,0.71,0.85
15587,2024年11月6日,7:39,1,48,0.81,0,0.44,1,0.76,1,0.31,0.10
15588,2024年11月6日,7:40,1,57,0.86,0,0.57,1,0.50,1,0.70,0.89
15589,2024年11月6日,7:41,0,57,0.63,0,0.02,1,0.61,1,0.52,0.47
15590,2024年11月6日,7:41,0,53,0.70,0,0.08,1,0.75,0,0.98,0.67
15591,2024年11月6日,7:42,0,37,0.65,0,0.45,1,0.92,0,0.72,0.83
15592,2024年11月6日,7:42,0,98,0.85,0,0.40,1,0.15,1,0.61,0.38
15593,2024年11月6日,7:43,0,35,0.85,0,0.58,1,0.55,0,0.50,0.96
15594,2024年11月6日,7:44,0,47,0.06,1,0.92,0,0.66,0,0.75,0.04
15595,2024年11月6日,7:44,1,65,0.74,0,0.43,1,0.40,1,0.42,0.08
15596,2024年11月6日,7:46,1,60,0.91,0,0.76,1,0.33,1,0.86,0.58
15597,2024年11月6日,7:47,0,13,0.31,0,0.35,1,0.20,0,0.84,0.05
15598,2024年11月6日,7:47,1,15,0.13,1,0.07,0,0.82,1,0.23,0.11
15599,2024年11月6日,7:47,0,97,0.97,0,0.35,1,0.39,0,0.35,0.63
15600,2024年11月6日,7:49,1,64,0.88,0,0.53,1,0.64,1,0.90,0.41
15601,2024年11月6日,7:52,1,27,0.21,1,0.85,0,0.40,0,0.80,0.02
15602,2024年11月6日,7:53,1,11,0.66,0,0.25,1,0.82,1,0.31,0.76
15603,2024年11月6日,7:53,0,29,0.70,0,0.66,1,0.32,0,0.87,0.85
15604,2024年11月6日,7:53,0,16,0.80,0,0.48,1,0.97,0,0.00,0.85
15605,2024年11月6日,7:55,0,82,0.03,1,0.99,0,0.54,1,0.18,0.32
15606,2024年11月6日,7:55,0,79,0.49,0,0.79,1,0.53,1,0.48,0.32
15607,2024年11月6日,7:56,1,30,0.58,0,0.30,1,0.77,0,0.03,0.71
15608,2024年11月6日,7:57,0,64,0.55,0,0.95,1,0.06,1,0.71,0.91
15609,2024年11月6日,7:58,1,27,0.68,0,0.66,1,0.38,1,0.69,0.25
15610,2024年11月6日,7:59,0,73,0.16,1,0.00,0,0.99,0,0.89,0.20
15611,2024年11月6日,7:59,0,40,0.14,1,0.89,0,0.47,1,0.01,0.34
15612,2024年11月6日,7:59,0,12,1.00,0,0.70,1,0.09,0,0.71,0.81
15613,2024年11月6日,7:59,0,75,0.63,0,0.53,1,0.14,0,0.06,0.42
15614,2024年11月6日,7:59,0,42,0.11,1,0.17,0,0.97,0,0.45,0.33
15615,2024年11月6日,8:00,0,55,0.08,1,0.43,0,0.89,0,0.23,0.61
15616,2024年11月6日,8:02,1,86,0.28,1,0.34,0,0.70,0,0.37,0.23
15617,2024年11月6日,8:02,1,43,0.29,1,0.02,0,0.60,0,0.66,0.28
15618,2024年11月6日,8:02,1,78,0.80,0,0.75,1,0.89,0,0.86,0.75
15619,2024年11月6日,8:03,0,56,0.69,0,0.36,1,0.66,1,0.87,0.60
15620,2024年11月6日,8:03,0,14,0.27,1,0.67,0,0.88,1,0.76,0.87
15621,2024年11月6日,8:03,0,89,0.43,0,0.57,1,0.96,0,0.24,0.80
15622,2024年11月6日,8:04,1,35,0.04,1,0.83,0,0.11,0,0.12,0.04
15623,2024年11月6日,8:04,0,5,0.16,1,0.67,0,0.07,0,0.16,0.84
15624,2024年11月6日,8:04,1,21,0.29,1,0.80,0,0.09,1,0.21,0.58
15625,2024年11月6日,8:05,1,57,0.46,0,0.25,1,0.66,0,0.94,0.46
15626,2024年11月6日,8:05,1,20,0.54,0,0.53,1,0.57,0,0.98,0.48
15627,2024年11月6日,8:06,1,21,0.17,1,0.50,0,0.64,0,0.97,0.18
15628,2024年11月6日,8:07,1,51,0.85,0,0.97,1,0.01,0,0.90,0.74
15629,2024年11月6日,8:08,1,24,0.43,0,0.69,1,0.53,0,0.33,0.22
15630,2024年11月6日,8:08,0,96,0.28,1,0.06,0,0.95,1,0.98,0.42
15631,2024年11月6日,8:09,0,62,0.40,0,0.75,1,0.16,0,0.27,0.41
15632,2024年11月6日,8:09,1,40,0.79,0,0.01,1,0.86,1,0.95,0.19
15633,2024年11月6日,8:09,0,95,0.41,0,0.06,1,0.31,0,0.57,0.29
15634,2024年11月6日,8:10,0,63,0.66,0,0.43,1,0.40,0,0.11,0.60
15635,2024年11月6日,8:10,0,70,0.98,0,0.75,1,0.42,0,0.61,0.88
15636,2024年11月6日,8:11,1,97,0.77,0,0.43,1,0.67,0,0.82,0.95
15637,2024年11月6日,8:12,1,91,0.03,1,0.20,0,0.90,0,0.80,0.14
15638,2024年11月6日,8:13,0,96,0.44,0,0.21,1,0.34,1,0.40,0.22
15639,2024年11月6日,8:13,0,53,0.75,0,0.58,1,0.20,0,0.50,0.14
15640,2024年11月6日,8:15,1,72,0.35,0,0.13,1,0.01,0,0.30,0.97
15641,2024年11月6日,8:18,1,100,0.25,1,0.41,0,0.67,0,0.15,0.42
15642,2024年11月6日,8:18,0,89,0.87,0,0.84,1,0.58,0,0.50,0.45
15643,2024年11月6日,8:20,1,67,0.83,0,0.67,1,0.18,0,0.74,0.97
15644,2024年11月6日,8:21,0,30,0.19,1,0.34,0,0.06,0,0.20,0.08
15645,2024年11月6日,8:21,1,19,0.77,0,0.16,1,0.47,0,0.25,0.95
15646,2024年11月6日,8:22,1,36,0.52,0,0.42,1,0.48,0,0.68,0.88
15647,2024年11月6日,8:22,0,49,0.78,0,0.95,1,0.69,0,0.99,0.61
15648,2024年11月6日,8:22,0,26,0.08,1,0.68,0,0.28,0,0.31,0.26
15649,2024年11月6日,8:22,1,12,0.33,0,0.03,1,0.56,1,0.72,0.18
15650,2024年11月6日,8:23,0,93,0.07,1,0.70,0,0.64,1,0.76,0.85
15651,2024年11月6日,8:23,0,89,0.60,0,0.34,1,0.75,1,0.02,0.85
15652,2024年11月6日,8:23,0,68,0.26,1,0.13,0,0.45,0,0.47,0.14
15653,2024年11月6日,8:24,0,69,0.21,1,0.41,0,0.10,0,0.77,0.02
15654,2024年11月6日,8:25,1,17,0.07,1,0.00,0,0.17,0,0.50,0.24
15655,2024年11月6日,8:25,0,75,0.50,0,0.38,1,0.97,1,0.05,0.07
15656,2024年11月6日,8:26,1,2,0.23,1,0.02,0,0.37,0,0.28,0.47
15657,2024年11月6日,8:26,1,43,0.46,0,0.28,1,0.33,0,0.23,0.96
15658,2024年11月6日,8:28,1,34,0.21,1,0.20,0,0.46,1,0.17,0.45
15659,2024年11月6日,8:28,1,24,0.05,1,0.80,0,0.79,1,0.06,0.69
15660,2024年11月6日,8:28,1,15,0.49,0,0.96,1,0.91,1,0.94,0.44
15661,2024年11月6日,8:29,1,29,0.25,1,0.61,0,0.67,1,0.37,0.87
15662,2024年11月6日,8:29,1,64,0.59,0,0.95,1,0.13,0,0.84,0.31
15663,2024年11月6日,8:30,0,71,0.47,0,0.88,1,0.78,0,0.87,0.75
15664,2024年11月6日,8:34,1,8,0.45,0,0.42,1,0.67,0,0.05,0.44
15665,2024年11月6日,8:34,0,76,0.87,0,0.92,1,0.35,0,0.70,0.52
15666,2024年11月6日,8:35,1,75,0.01,1,0.77,0,0.47,1,0.16,0.98
15667,2024年11月6日,8:35,1,6,0.85,0,0.68,1,0.02,1,0.54,0.30
